source,video_index,file_path,half,clock,time_seconds,label,team,confidence,details
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:42,1902.0,Foul,home,0.9,Player from home team is fouled
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:44,1904.0,Foul,away,0.9,Player from away team is fouled
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:46,1906.0,Other,away,0.9,Player adjusts his jersey
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:48,1908.0,Foul,away,0.8,Player 21 from Crystal Palace pushes Player 11 from Crystal Palace
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:52,1912.0,Foul,away,0.9,Player in yellow commits foul against player in blue
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:54,1914.0,Foul,home,0.8,Player 22 fouls player 9
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,31:56,1916.0,Foul,away,0.9,man Y points at man X
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:00,1920.0,Shot off target,away,0.8,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:02,1922.0,Foul,away,0.9,Player from away team fouls a player from home team
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:06,1926.0,Foul,away,0.9,Player 27 is pushed
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:08,1928.0,Ball out of play,away,0.9,ball is in the air
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:10,1930.0,Foul,away,0.9,Arsenal player pushes Crystal Palace player
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:12,1932.0,Shot off target,away,0.9,Player in yellow jersey takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:14,1934.0,Foul,away,0.9,Player from away team fouls a player from home team
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:16,1936.0,Foul,home,0.9,Player from home team raises his hand
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:18,1938.0,Ball out of play,home,0.9,ball goes out of play
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:20,1940.0,Shot off target,away,0.8,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:22,1942.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:26,1946.0,Ball out of play,home,0.94,Player in red jersey throws the ball
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:28,1948.0,Kick-off,away,0.9,kick-off
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:30,1950.0,Shot on target,away,0.8,Player takes a shot at goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:32,1952.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:36,1956.0,Shot off target,away,0.9,Player in yellow takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:38,1958.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:42,1962.0,Shot off target,away,0.9,Player in yellow jersey takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:46,1966.0,Shot off target,away,0.9,Player in yellow jersey takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:50,1970.0,Shot off target,away,0.8,Player in yellow kicks the ball but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:54,1974.0,Foul,away,0.9,Player in yellow shirt fouls player in purple shirt
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:56,1976.0,Goal,away,0.9,Player scores a goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,32:58,1978.0,Shot off target,away,0.9,Player in yellow jersey takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:02,1982.0,Shot off target,away,0.9,Player in yellow jersey takes a shot from outside the box but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:04,1984.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:08,1988.0,Foul,away,0.9,Referee shows a yellow card
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:12,1992.0,Shot on target,away,0.9,Player in yellow kicks the ball
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:14,1994.0,Shot off target,away,0.94,Player in yellow kicks the ball
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:16,1996.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:18,1998.0,Kick-off,away,0.9,Kick-off from the center circle
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:20,2000.0,Foul,away,0.8,Player from away team fouls the opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:24,2004.0,Ball out of play,home,0.9,ball out of play
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:26,2006.0,Foul,away,0.9,Player in purple jersey fouls player in yellow jersey
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:28,2008.0,Other,away,0.9,Player 40 from the away team is walking towards the ball
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:30,2010.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:32,2012.0,Free-kick,away,0.9,Player from away team takes a free-kick
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:36,2016.0,Substitution,away,0.9,Assistant referee signals substitution
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:40,2020.0,Substitution,away,0.9,man in black jacket
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:42,2022.0,Other,home,0.9,man claps
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:44,2024.0,Substitution,home,0.9,Player 23 is substituted by player 16
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:46,2026.0,Other,home,0.9,Player runs towards the field
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:50,2030.0,Foul,away,0.9,Player from away team fouls opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:52,2032.0,Substitution,home,0.94,Player 23 is substituted by another player
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:54,2034.0,Foul,away,0.9,player X pushes player Y
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:56,2036.0,Other,home,0.9,Player 23 interacts with the crowd
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,33:58,2038.0,Foul,away,0.9,man Y points at man X
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:02,2042.0,Other,home,0.9,Coach gestures towards the field
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:04,2044.0,Other,away,0.9,Player 26 runs
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:06,2046.0,Other,home,0.9,Player walks
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:08,2048.0,Substitution,home,0.9,Player 28 is substituted
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:10,2050.0,Foul,away,0.9,Player A fouls Player B
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:12,2052.0,Other,away,0.9,Player A runs towards the field
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:14,2054.0,Other,home,0.9,Player from the home team is running
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:18,2058.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:20,2060.0,Shot off target,away,0.9,Player takes a shot from distance
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:24,2064.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:26,2066.0,Goal,away,0.94,Player scores
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:28,2068.0,Shot off target,away,0.8,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:30,2070.0,Shot off target,home,0.9,Player in blue jersey catches the ball and passes it
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:32,2072.0,Ball out of play,home,0.9,Ball goes out of play
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:34,2074.0,Shot off target,home,0.94,Player 22 takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:36,2076.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:40,2080.0,Goal,away,0.94,Arsenal scores
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:42,2082.0,Foul,away,0.9,Arsenal player challenges Crystal Palace player
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:46,2086.0,Foul,away,0.9,Player from away team is fouled
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:50,2090.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:54,2094.0,Shot off target,away,0.8,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,34:58,2098.0,Foul,away,0.9,Player from away team fouls opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,35:00,2100.0,Shot off target,away,0.8,Player in yellow kicks the ball
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,35:04,2104.0,Shot off target,away,0.9,Player in yellow kicks the ball towards the goal but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,35:08,2108.0,Shot off target,away,0.8,Player 21 takes a shot but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,35:12,2112.0,Shot off target,away,0.9,Player in purple kicks the ball towards the goal but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,35:14,2114.0,Foul,away,0.9,Player in yellow shirt fouls player in purple shirt
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,35:16,2116.0,Shot off target,away,0.9,Player in yellow kicks the ball towards the goal but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,35:20,2120.0,Foul,away,0.9,Player in yellow kicks the ball away
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,35:24,2124.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,35:26,2126.0,Other,home,0.9,Player holds the ball
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,35:28,2128.0,Foul,away,0.9,coach pointing
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,35:32,2132.0,Shot off target,away,0.8,Player takes a shot at goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,35:36,2136.0,Shot off target,away,0.8,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,35:40,2140.0,Shot off target,away,0.9,Player in yellow jersey takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,35:42,2142.0,Foul,away,0.9,Player in yellow jersey fouls the player in red jersey
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,35:44,2144.0,Shot off target,away,0.9,Player in blue takes a shot but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,35:46,2146.0,Foul,away,0.8,Arsenal player fouls Chelsea player
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,35:48,2148.0,Shot off target,away,0.9,Player in purple jersey takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,35:52,2152.0,Shot off target,away,0.9,Player in yellow jersey takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,35:54,2154.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,35:58,2158.0,Foul,away,0.9,Player X fouls player Y
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,36:04,2164.0,Foul,away,0.9,Player from away team fouls the player from home team
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,36:08,2168.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,36:10,2170.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,36:12,2172.0,Foul,away,0.9,Player X fouls player Y
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,36:16,2176.0,Shot on target,away,0.9,Player takes a shot
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,36:20,2180.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,36:24,2184.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,36:28,2188.0,Shot off target,away,0.9,Player in purple jersey takes a shot from outside the box but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,36:32,2192.0,Foul,away,0.9,Player 2 from the home team fouls player 3 from the away team
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,36:36,2196.0,Foul,away,0.94,Player 2 pushes player 3
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,36:40,2200.0,Ball out of play,home,0.8,Ball goes out of play
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,36:42,2202.0,Ball out of play,away,0.9,Player kicks the ball out of play
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,36:44,2204.0,Ball out of play,home,0.9,Player 2 catches the ball
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,36:46,2206.0,Foul,away,0.9,"Player 3 from the away team is seen with his hand up, possibly indicating a foul"
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,36:50,2210.0,Set Pieces,away,0.9,Free-kick
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,36:52,2212.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,36:56,2216.0,Shot off target,away,0.9,Player takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,36:58,2218.0,Foul,away,0.8,Arsenal player fouls Crystal Palace player
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,37:00,2220.0,Shot off target,away,0.9,Player in yellow takes a shot but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,37:04,2224.0,Shot off target,away,0.9,Player in yellow jersey takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,37:08,2228.0,Shot off target,away,0.9,Player in yellow jersey takes a shot but misses the goal
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,37:10,2230.0,Foul,away,0.9,Player from away team fouls the opponent
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,37:14,2234.0,Shot off target,away,0.9,Player in purple jersey takes a shot from outside the box but misses
Qwen,3,/home/user/SoccerNetLLMVideoBenchmark/qwenjson/final_predictions_qwen7b_video_3.json,1,37:18,2238.0,Shot off target,away,0.9,Player in blue attempts a shot but misses
